открытие 14.09.2018;максимум 14.09.2018;минимум 14.09.2018;закрытие 14.09.2018;открытие 16.10.2018;максимум 16.10.2018;минимум 16.10.2018;закрытие 16.10.2018;открытие 14.11.2018;максимум 14.11.2018;минимум 14.11.2018;закрытие 14.11.2018;открытие 14.12.2018;максимум 14.12.2018;минимум 14.12.2018;закрытие 14.12.2018
108150;108180;108150;108180;114400;114420;114300;114390;109720;109750;109670;109740;111370;111440;111350;111430
108180;108180;108180;108180;114380;114430;114370;114430;109730;109810;109710;109810;111430;111470;111380;111390
108190;108220;108170;108170;114420;114460;114410;114450;109800;109820;109770;109810;111390;111400;111360;111370
108140;108160;108140;108140;114450;114450;114390;114410;109810;109870;109810;109850;111370;111380;111310;111380
108140;108150;108140;108150;114410;114420;114250;114300;109850;109950;109830;109930;111370;111390;111330;111330
108150;108150;108130;108130;114290;114370;114260;114360;109930;109940;109840;109860;111330;111350;111300;111310
108110;108130;108110;108130;114360;114380;114340;114370;109870;109890;109830;109870;111310;111360;111300;111330
108190;108200;108150;108150;114370;114380;114330;114360;109870;109880;109830;109830;111330;111350;111310;111350
108160;108160;108140;108140;114370;114400;114370;114400;109830;109900;109820;109880;111330;111350;111310;111350
108140;108160;108120;108160;114390;114400;114350;114380;109890;109920;109880;109920;111350;111360;111320;111360
108250;108260;108240;108240;114370;114400;114320;114400;109920;109940;109870;109900;111360;111360;111280;111300
108230;108240;108220;108230;114400;114420;114360;114410;109900;109950;109900;109920;111280;111340;111270;111280
108260;108270;108170;108180;114390;114450;114390;114440;109920;109950;109910;109940;111270;111290;111200;111230
108160;108160;108140;108140;114440;114450;114410;114430;109940;110000;109920;109980;111230;111240;111110;111130
108120;108120;108120;108120;114440;114510;114430;114510;109970;110020;109960;110000;111150;111200;111040;111160
108130;108130;108060;108120;114510;114550;114460;114480;110010;110040;109990;110010;111160;111190;111110;111190
108130;108130;108130;108130;114470;114500;114450;114450;110000;110100;109990;109990;111190;111300;111170;111270
108150;108150;108100;108100;114450;114470;114400;114400;109990;110010;109900;110010;111290;111300;111230;111230
108100;108100;108100;108100;114400;114410;114370;114390;110010;110030;109940;109950;111240;111350;111240;111320
108080;108120;108080;108120;114380;114420;114370;114390;109970;110000;109950;109980;111320;111320;111250;111260
108110;108110;108090;108090;114390;114420;114360;114400;109970;109980;109840;109870;111270;111290;111250;111260
108080;108090;108080;108090;114400;114430;114350;114360;109870;109880;109850;109870;111260;111280;111230;111280
108100;108130;108100;108100;114370;114440;114370;114420;109870;109900;109820;109870;111280;111320;111250;111320
108120;108130;108120;108130;114430;114490;114430;114470;109860;109860;109800;109820;111320;111330;111240;111270
108110;108110;108110;108110;114480;114480;114430;114450;109820;109850;109800;109830;111260;111260;111240;111240
108140;108150;108140;108150;114460;114470;114390;114440;109840;109870;109800;109870;111240;111240;111160;111230
108140;108140;108090;108090;114440;114490;114440;114490;109870;109870;109780;109820;111220;111310;111220;111290
108140;108140;108140;108140;114480;114590;114480;114560;109820;109830;109720;109760;111300;111350;111250;111250
108120;108120;108100;108100;114560;114600;114540;114600;109760;109810;109720;109800;111260;111290;111220;111290
108050;108050;108030;108030;114600;114650;114570;114620;109800;109800;109740;109770;111280;111290;111230;111240
108060;108080;108010;108020;114610;114680;114610;114640;109770;109900;109760;109900;111260;111260;111020;111060
108030;108080;108030;108040;114650;114650;114580;114600;109890;109890;109840;109880;111060;111110;111000;111080
108060;108060;108060;108060;114590;114610;114550;114570;109880;109890;109810;109880;111070;111130;111060;111080
108000;108000;107970;107970;114580;114600;114540;114590;109880;109890;109830;109840;111070;111150;111030;111130
107980;108190;107980;108170;114590;114620;114580;114600;109850;109920;109830;109870;111130;111130;111090;111090
108090;108090;108090;108090;114600;114660;114560;114660;109870;109870;109720;109740;111090;111140;111080;111120
108140;108140;108110;108110;114660;114700;114620;114660;109730;109790;109730;109760;111120;111190;111110;111110
108150;108150;108130;108130;114670;114670;114630;114640;109780;109820;109770;109800;111120;111170;111110;111170
108120;108220;108120;108220;114640;114690;114620;114680;109780;109860;109760;109810;111170;111170;111130;111160
108220;108360;108220;108300;114660;114670;114630;114630;109820;109850;109810;109810;111160;111160;111140;111150
108220;108250;108200;108230;114640;114800;114640;114780;109820;109850;109780;109850;111150;111200;111120;111200
108290;108290;108290;108290;114780;114840;114760;114760;109850;109850;109770;109800;111200;111240;111180;111220
108270;108280;108270;108270;114760;114820;114760;114770;109790;109810;109760;109800;111220;111250;111190;111210
108250;108260;108210;108210;114780;114890;114760;114820;109780;109790;109760;109780;111200;111220;111160;111180
108220;108280;108220;108280;114810;114840;114810;114840;109790;109810;109780;109800;111180;111220;111180;111210
108310;108310;108310;108310;114830;114850;114810;114830;109800;109880;109800;109840;111200;111230;111190;111220
108260;108260;108210;108210;114840;114840;114800;114800;109850;109880;109800;109800;111230;111240;111180;111200
108220;108270;108220;108270;114800;114830;114800;114810;109800;109830;109760;109810;111200;111230;111190;111220
108230;108240;108230;108230;114810;114840;114800;114800;109800;109800;109730;109750;111230;111250;111200;111230
108230;108230;108230;108230;114810;114810;114760;114760;109760;109820;109760;109820;111230;111270;111230;111250
108220;108250;108220;108250;114760;114810;114760;114800;109810;109940;109800;109890;111250;111260;111180;111200
108240;108240;108240;108240;114800;114820;114780;114820;109890;110050;109890;110020;111200;111200;111130;111190
108220;108220;108220;108220;114820;114840;114800;114830;110020;110080;110010;110020;111190;111190;111120;111160
108170;108170;108170;108170;114830;114850;114790;114790;110020;110060;110000;110050;111150;111220;111150;111220
108180;108180;108180;108180;114790;114810;114770;114780;110050;110140;110040;110070;111210;111210;111170;111190
108140;108140;108140;108140;114770;114840;114760;114840;110070;110080;109960;109990;111180;111210;111150;111170
108150;108150;108150;108150;114830;114840;114780;114780;109990;110060;109990;110020;111180;111230;111180;111210
108180;108180;108180;108180;114790;114830;114730;114810;110030;110040;109990;110000;111210;111250;111200;111250
108180;108180;108180;108180;114810;114820;114760;114780;109990;110060;109990;109990;111250;111280;111230;111250
108190;108240;108190;108230;114780;114790;114710;114780;110000;110040;109980;110030;111240;111250;111200;111210
108200;108200;108180;108200;114770;114940;114760;114930;110040;110050;109990;109990;111220;111250;111190;111220
108220;108240;108220;108240;114910;114930;114860;114870;109990;110080;109980;110060;111220;111260;111210;111210
108210;108300;108210;108270;114870;114880;114840;114860;110060;110190;110060;110130;111230;111280;111230;111280
108250;108250;108210;108210;114870;114900;114840;114880;110120;110150;110120;110130;111270;111310;111260;111300
108240;108240;108180;108210;114890;114890;114820;114860;110150;110170;110130;110160;111300;111330;111270;111330
108180;108180;108100;108150;114870;114910;114860;114880;110160;110270;110160;110250;111330;111360;111300;111350
108150;108180;108150;108180;114880;114900;114810;114820;110260;110380;110240;110370;111350;111400;111340;111340
108210;108250;108210;108240;114820;114910;114820;114900;110380;110400;110320;110330;111340;111350;111310;111330
108250;108290;108230;108230;114900;114910;114870;114870;110340;110370;110300;110370;111330;111330;111240;111300
108250;108250;108240;108240;114870;114890;114830;114860;110350;110380;110320;110330;111300;111380;111290;111340
108240;108240;108240;108240;114860;114860;114790;114810;110330;110350;110280;110320;111350;111380;111320;111340
108260;108260;108210;108210;114810;114840;114790;114790;110320;110330;110260;110260;111350;111370;111320;111320
108230;108360;108230;108340;114790;114800;114720;114720;110270;110300;110260;110270;111330;111350;111300;111320
108370;108370;108280;108340;114730;114770;114710;114760;110260;110290;110260;110270;111320;111360;111300;111350
108340;108340;108320;108320;114760;114780;114740;114740;110280;110290;110260;110280;111360;111360;111300;111310
108260;108290;108260;108290;114740;114760;114640;114650;110280;110310;110240;110240;111310;111320;111240;111250
108310;108360;108310;108350;114640;114710;114610;114700;110260;110280;110250;110280;111240;111270;111210;111210
108320;108320;108260;108280;114700;114740;114680;114740;110260;110320;110250;110290;111230;111250;111200;111230
108240;108260;108230;108230;114720;114820;114720;114800;110300;110320;110270;110280;111220;111220;111100;111150
108260;108260;108260;108260;114800;114830;114790;114820;110280;110320;110260;110290;111160;111220;111140;111200
108260;108290;108260;108290;114820;114820;114730;114780;110290;110310;110250;110260;111190;111200;111170;111200
108340;108340;108190;108190;114780;114860;114780;114810;110270;110280;110210;110260;111200;111220;111190;111190
108250;108270;108040;108040;114810;114850;114790;114830;110260;110310;110240;110240;111200;111230;111170;111200
108060;108120;108040;108090;114830;115090;114810;115030;110230;110300;110200;110210;111190;111240;111190;111240
108130;108180;108130;108170;115030;115050;114950;115000;110220;110240;110130;110150;111240;111250;111230;111240
108140;108140;108050;108050;115000;115000;114920;114950;110150;110200;110130;110170;111230;111230;111160;111170
108070;108070;108060;108060;114950;114970;114930;114940;110180;110180;110110;110120;111180;111210;111140;111190
108060;108060;108050;108050;114920;114980;114920;114980;110120;110170;110120;110160;111190;111230;111190;111200
108100;108100;108080;108080;114970;115000;114930;114950;110150;110230;110140;110200;111190;111200;111150;111200
108140;108150;108140;108150;114940;114940;114870;114890;110220;110260;110220;110240;111190;111250;111170;111230
108180;108180;108120;108120;114890;115070;114870;114960;110250;110290;110220;110230;111230;111230;111090;111090
108130;108250;108130;108220;114960;115010;114920;114970;110240;110240;110170;110230;111090;111130;111060;111090
108220;108220;108170;108170;114960;114990;114920;114950;110230;110300;110230;110280;111080;111150;111070;111080
108180;108180;108180;108180;114940;114950;114890;114910;110290;110300;110250;110270;111080;111100;111020;111030
108240;108260;108200;108260;114900;114960;114890;114930;110280;110300;110270;110290;111030;111100;111010;111080
108270;108290;108270;108290;114930;114990;114910;114960;110280;110380;110280;110330;111070;111100;111030;111090
108350;108410;108350;108390;114970;114990;114930;114970;110340;110400;110320;110360;111090;111110;111030;111110
108400;108490;108400;108470;114970;114990;114920;114940;110360;110480;110350;110470;111100;111170;111100;111120
108490;108500;108420;108450;114940;115000;114940;114970;110470;110520;110450;110500;111120;111160;111100;111150
108470;108500;108470;108500;114970;115040;114960;115010;110510;110540;110440;110460;111160;111200;111150;111180
108500;108590;108500;108570;115010;115080;114980;114990;110450;110520;110450;110510;111190;111240;111160;111230
108570;108590;108530;108530;114990;115000;114960;114990;110500;110560;110490;110550;111220;111280;111200;111230
108520;108530;108510;108530;114980;115020;114960;114980;110560;110560;110460;110460;111240;111240;111200;111230
108540;108580;108530;108580;114960;115050;114960;115010;110470;110490;110420;110460;111230;111260;111200;111240
108550;108550;108520;108520;115020;115150;115020;115150;110470;110470;110430;110440;111230;111310;111210;111270
108520;108530;108510;108520;115140;115150;115040;115060;110440;110500;110440;110460;111280;111310;111240;111300
108520;108520;108460;108510;115050;115060;115000;115000;110460;110500;110460;110470;111300;111330;111270;111290
108500;108510;108500;108500;115010;115060;114980;115020;110460;110550;110460;110510;111280;111300;111260;111270
108490;108490;108460;108460;115020;115050;114980;115050;110510;110610;110500;110580;111270;111310;111260;111280
108430;108440;108400;108400;115050;115060;115000;115020;110560;110650;110550;110600;111280;111300;111270;111290
108380;108390;108320;108340;115020;115050;115000;115050;110580;110770;110570;110640;111290;111330;111290;111300
108360;108360;108360;108360;115050;115080;115050;115060;110640;110670;110520;110530;111290;111290;111250;111270
108330;108330;108270;108290;115060;115180;115060;115130;110520;110580;110480;110480;111270;111270;111230;111250
108310;108350;108310;108350;115130;115150;115090;115090;110480;110490;110420;110440;111240;111270;111220;111230
108320;108320;108290;108290;115090;115220;115080;115140;110430;110510;110430;110450;111230;111250;111220;111250
108300;108330;108300;108330;115160;115370;115150;115230;110450;110500;110440;110480;111250;111280;111230;111260
108330;108330;108300;108330;115220;115240;115190;115200;110490;110510;110470;110500;111260;111270;111230;111250
108300;108310;108250;108250;115200;115220;115160;115170;110490;110510;110460;110480;111240;111250;111170;111180
108250;108270;108240;108240;115170;115180;115140;115170;110490;110500;110470;110500;111180;111220;111180;111210
108250;108250;108210;108210;115180;115180;115130;115150;110500;110660;110500;110640;111200;111220;111180;111200
108250;108260;108200;108200;115150;115150;115070;115150;110640;110980;110640;110910;111200;111210;111150;111180
108200;108200;108200;108200;115140;115270;115110;115260;110920;111030;110880;110900;111180;111250;111100;111170
108210;108210;108210;108210;115250;115260;115080;115100;110910;110930;110780;110810;111180;111200;111120;111130
108200;108200;108160;108180;115100;115180;115080;115110;110820;110860;110800;110820;111140;111190;111120;111160
108200;108200;108170;108170;115110;115130;115020;115040;110820;110950;110800;110910;111160;111270;111150;111210
108190;108200;108150;108150;115060;115220;115060;115080;110900;110970;110860;110870;111200;111260;111190;111250
108180;108210;108160;108200;115080;115140;115070;115110;110880;110910;110840;110860;111250;111300;111240;111260
108200;108200;108140;108140;115100;115200;115090;115100;110860;110980;110860;110890;111260;111280;111230;111260
108120;108120;108080;108100;115090;115180;115070;115090;110900;110900;110850;110870;111250;111310;111250;111270
108150;108160;108120;108120;115090;115110;115060;115100;110870;110920;110830;110850;111270;111280;111230;111260
108160;108210;108160;108210;115110;115190;115030;115040;110850;110870;110770;110790;111250;111270;111230;111250
108180;108180;108120;108120;115040;115120;115030;115110;110790;110850;110780;110800;111260;111320;111260;111290
108140;108180;108070;108070;115090;115100;115050;115080;110800;110820;110780;110780;111290;111310;111230;111260
108060;108090;108050;108060;115090;115110;115050;115070;110790;110890;110770;110840;111260;111320;111240;111300
108100;108110;108100;108100;115050;115100;115040;115070;110840;110900;110820;110860;111300;111330;111270;111310
108080;108080;108060;108080;115080;115150;114960;114960;110860;110950;110850;110860;111320;111380;111300;111380
108100;108120;108100;108120;114960;114970;114850;114920;110870;111000;110860;110920;111380;111380;111300;111300
108120;108120;108110;108110;114930;114970;114920;114950;110910;111090;110910;111020;111290;111300;111250;111280
108130;108150;108120;108120;114960;115020;114940;114980;111020;111040;110970;110990;111270;111340;111260;111300
108100;108100;108100;108100;114980;114990;114940;114950;111000;111070;111000;111070;111290;111330;111270;111330
108150;108180;108130;108130;114970;115020;114910;114960;111060;111110;111050;111080;111330;111370;111320;111360
108130;108140;108090;108100;114970;114990;114880;114880;111080;111090;110990;110990;111360;111450;111360;111380
108130;108140;108130;108140;114880;114930;114860;114880;110990;111050;110960;111040;111380;111430;111380;111430
108110;108120;108110;108120;114890;114970;114860;114970;111020;111030;110930;110960;111420;111450;111410;111420
108130;108130;108100;108100;114960;115020;114890;114910;110960;111010;110910;110940;111430;111450;111400;111410
108170;108190;108150;108150;114900;115060;114890;115030;110950;111020;110950;111010;111400;111420;111380;111400
108170;108210;108130;108160;115030;115160;115020;115130;111010;111040;110980;110990;111400;111530;111400;111480
108130;108130;108080;108080;115140;115300;115120;115210;110990;111000;110910;110940;111470;111520;111460;111510
108070;108070;108070;108070;115220;115230;115170;115210;110930;110940;110840;110850;111520;111590;111520;111540
108140;108150;108140;108150;115220;115230;115170;115210;110840;110870;110660;110680;111550;111570;111510;111560
108110;108110;108110;108110;115200;115350;115190;115290;110660;110890;110660;110780;111550;111580;111480;111480
108100;108100;108100;108100;115290;115430;115250;115380;110790;110810;110710;110710;111480;111510;111430;111450
108050;108080;108050;108060;115370;115440;115340;115340;110700;110760;110700;110750;111470;111470;111410;111410
108100;108130;108100;108120;115340;115560;115340;115470;110760;110810;110720;110730;111410;111440;111400;111410
108150;108150;108140;108140;115470;115570;115470;115500;110720;110800;110690;110800;111410;111440;111360;111400
108160;108160;108160;108160;115520;115750;115490;115690;110790;110810;110760;110780;111400;111430;111370;111390
108130;108130;108130;108130;115690;115740;115570;115590;110790;110820;110760;110800;111390;111400;111330;111350
108100;108130;108100;108130;115590;115650;115570;115640;110800;110800;110750;110760;111350;111410;111350;111380
108130;108130;108130;108130;115640;115700;115620;115660;110750;110800;110720;110790;111370;111400;111360;111400
108190;108190;108190;108190;115660;115700;115580;115610;110790;110800;110770;110790;111400;111420;111370;111390
108170;108170;108160;108160;115620;115660;115610;115630;110790;110860;110730;110860;111390;111430;111390;111420
108190;108230;108190;108230;115620;115650;115560;115560;110850;110860;110820;110850;111420;111420;111390;111410
108210;108220;108170;108170;115570;115670;115560;115670;110840;110900;110820;110890;111400;111420;111360;111380
108130;108130;108120;108120;115680;115720;115580;115590;110890;111000;110880;110970;111380;111420;111380;111420
108150;108150;108150;108150;115590;115640;115550;115610;110980;111100;110970;111090;111410;111420;111360;111390
108140;108140;108110;108110;115620;115710;115600;115610;111090;111200;111060;111170;111390;111410;111360;111400
108140;108140;108140;108140;115620;115680;115580;115580;111170;111180;111090;111100;111410;111430;111370;111420
108100;108100;108100;108100;115580;115640;115580;115640;111110;111210;111110;111180;111410;111450;111370;111400
108130;108200;108130;108200;115640;115660;115540;115590;111180;111200;111160;111160;111400;111440;111390;111420
108240;108250;108200;108200;115590;115650;115570;115620;111160;111190;111090;111170;111420;111520;111410;111480
108260;108350;108260;108300;115620;115690;115620;115670;111180;111210;111150;111160;111470;111520;111470;111520
108280;108310;108280;108300;115670;115690;115640;115660;111170;111290;111160;111270;111530;111570;111500;111520
108280;108320;108280;108310;115670;115780;115600;115710;111260;111310;111250;111300;111530;111550;111480;111520
108310;108330;108310;108330;115720;115750;115650;115740;111280;111320;111240;111250;111520;111530;111460;111490
108340;108380;108320;108340;115740;115780;115730;115770;111260;111350;111240;111330;111490;111530;111480;111530
108350;108350;108310;108310;115770;115810;115700;115810;111340;111390;111330;111370;111520;111540;111500;111520
108310;108310;108310;108310;115810;115830;115700;115740;111370;111390;111210;111250;111520;111520;111410;111420
108290;108320;108290;108300;115730;115730;115650;115690;111250;111290;111160;111200;111420;111460;111400;111440
108320;108320;108320;108320;115670;115760;115660;115710;111200;111240;111190;111230;111450;111450;111400;111430
108310;108310;108310;108310;115710;115750;115660;115670;111220;111240;111190;111230;111430;111430;111350;111360
108300;108300;108300;108300;115680;115690;115640;115680;111230;111290;111170;111200;111370;111440;111310;111380
108300;108320;108270;108270;115680;115720;115660;115700;111210;111320;111190;111290;111380;111400;111310;111350
108310;108340;108310;108340;115690;115750;115680;115750;111300;111360;111260;111270;111350;111370;111280;111290
108360;108370;108360;108370;115740;115770;115640;115680;111270;111330;111230;111230;111290;111350;111170;111240
108380;108390;108360;108390;115680;115690;115630;115660;111230;111300;111200;111260;111240;111240;110900;110910
108400;108400;108400;108400;115670;115750;115670;115690;111260;111320;111240;111300;110920;110920;110760;110830
108330;108330;108290;108290;115700;115730;115680;115710;111310;111380;111250;111260;110830;110870;110780;110840
108290;108320;108290;108320;115720;115720;115680;115690;111260;111280;111190;111210;110840;110840;110740;110750
108350;108370;108350;108370;115690;115750;115690;115720;111190;111210;111070;111090;110740;110980;110730;110940
108370;108370;108370;108370;115730;115790;115720;115770;111100;111160;111060;111070;110960;111000;110780;110890
108350;108350;108350;108350;115780;115830;115760;115820;111070;111120;111020;111090;110890;110950;110790;110940
108370;108370;108370;108370;115810;115830;115780;115820;111100;111180;111100;111130;110940;111010;110930;111000
108360;108460;108360;108440;115820;115910;115810;115890;111130;111250;111120;111250;111000;111050;110970;111000
108460;108470;108460;108470;115900;115960;115890;115930;111240;111320;111240;111280;111000;111010;110930;111000
108480;108520;108450;108520;115930;115990;115930;115930;111290;111460;111280;111450;111000;111010;110930;110990
108490;108500;108450;108480;115940;115980;115940;115950;111460;111480;111380;111380;111000;111030;110910;110910
108460;108470;108450;108460;115950;116030;115930;115930;111380;111380;111300;111300;110930;110950;110890;110950
108490;108630;108490;108580;115930;115970;115930;115950;111300;111390;111300;111340;110940;111020;110900;111010
108580;108610;108580;108610;115960;115980;115920;115940;111330;111390;111310;111350;111010;111010;110940;110970
108590;108610;108580;108580;115930;115980;115880;115900;111350;111370;111320;111350;110970;111000;110960;110980
108500;108500;108500;108500;115900;116020;115900;116000;111360;111410;111330;111380;110990;110990;110870;110880
108510;108520;108490;108520;116000;116120;116000;116050;111380;111400;111300;111310;110870;110930;110840;110900
108530;108530;108520;108520;116050;116150;116050;116140;111310;111320;111220;111260;110910;111000;110910;110990
108490;108530;108480;108530;116140;116150;116070;116120;111250;111290;111200;111240;110990;111040;110960;110970
108600;108600;108540;108580;116120;116230;116100;116180;111250;111320;111230;111240;110960;111100;110910;111100
108570;108620;108320;108320;116190;116240;116180;116220;111250;111280;111170;111220;111100;111120;111010;111060
108250;108260;107800;107880;116210;116280;116210;116250;111220;111280;111190;111230;111050;111100;110990;111010
107960;108020;107930;108000;116250;116260;116220;116240;111220;111310;111210;111240;111020;111020;110940;110990
107970;107990;107910;107950;116240;116300;116220;116300;111230;111250;111180;111210;110980;111080;110960;111080
107920;108000;107910;107920;116300;116400;116280;116370;111230;111340;111200;111320;111080;111080;110970;110970
107920;107950;107920;107920;116370;116440;116330;116390;111320;111360;111300;111310;110980;111050;110960;110990
107920;107920;107850;107850;116370;116370;116270;116320;111310;111340;111270;111290;111010;111210;110990;111140
107850;107920;107810;107880;116330;116440;116320;116410;111280;111340;111100;111130;111150;111170;111110;111130
107850;107930;107850;107930;116410;116450;116370;116390;111130;111220;111120;111130;111140;111190;111110;111160
107950;108050;107950;108050;116390;116400;116340;116360;111130;111220;111130;111210;111150;111160;111090;111150
108060;108160;108060;108110;116360;116400;116360;116370;111210;111310;111200;111300;111160;111170;111060;111070
108120;108160;108090;108150;116370;116430;116340;116340;111320;111350;111260;111290;111060;111060;111020;111040
108120;108170;108100;108170;116340;116380;116320;116340;111300;111430;111280;111370;111030;111040;110960;110980
108120;108120;108120;108120;116330;116360;116310;116320;111370;111420;111250;111260;110990;111060;110980;111060
108100;108100;108080;108080;116310;116320;116270;116300;111250;111310;111130;111140;111060;111070;111030;111050
108160;108160;108160;108160;116290;116320;116260;116270;111150;111230;111110;111120;111060;111080;110940;110960
108160;108160;108160;108160;116270;116290;116230;116240;111130;111190;110980;111000;110950;111000;110900;110970
108070;108070;108070;108070;116240;116290;116230;116270;111000;111010;110890;110960;110960;110960;110830;110900
108070;108070;108070;108070;116270;116390;116260;116330;110970;111020;110930;110940;110900;110940;110820;110880
108070;108070;108050;108060;116340;116400;116330;116390;110940;110980;110880;110880;110880;110930;110840;110920
108020;108020;107890;107890;116400;116470;116380;116420;110890;110960;110880;110920;110910;110950;110900;110950
107860;107890;107850;107850;116410;116440;116330;116330;110910;111010;110900;110950;110950;111110;110940;111060
107830;107830;107780;107780;116340;116380;116320;116360;110940;110990;110940;110970;111060;111100;111020;111020
107770;107770;107720;107720;116370;116430;116360;116410;110970;111010;110940;110960;111030;111030;110990;111030
107710;107790;107710;107790;116390;116480;116390;116460;110960;111060;110960;111020;111020;111090;111010;111090
107790;107790;107730;107730;116480;116680;116450;116640;111020;111030;110940;110960;111080;111110;111060;111100
107730;107730;107730;107730;116630;116660;116590;116650;110960;111020;110890;111010;111100;111120;111070;111090
107870;107870;107850;107850;116660;116660;116530;116550;111010;111050;110990;111040;111080;111140;111050;111110
107800;107800;107800;107800;116540;116610;116540;116570;111040;111050;110980;111040;111120;111140;111090;111100
107880;107910;107880;107910;116570;116650;116560;116610;111050;111070;111010;111030;111100;111150;111080;111120
107920;107960;107910;107910;116620;116630;116570;116580;111050;111050;110950;110980;111120;111150;111100;111120
107900;107900;107860;107870;116560;116580;116520;116540;110990;111070;110990;111030;111120;111120;111050;111060
107920;107920;107900;107910;116540;116590;116520;116580;111040;111110;111040;111100;111050;111050;110990;111000
107890;107890;107890;107890;116560;116580;116510;116540;111100;111160;111090;111120;110990;111050;110970;110990
107900;107900;107900;107900;116540;116570;116500;116560;111120;111140;111070;111140;110980;111020;110980;111010
107920;107920;107860;107860;116570;116580;116520;116550;111140;111150;111040;111080;110990;111000;110920;110980
107890;107890;107890;107890;116560;116620;116560;116580;111080;111110;111050;111110;110980;111000;110940;110980
107920;107920;107920;107920;116570;116650;116560;116620;111110;111150;111100;111130;110990;111010;110950;110970
107970;107980;107970;107980;116610;116630;116580;116620;111140;111310;111130;111280;110990;111010;110910;110960
107960;107960;107960;107960;116620;116650;116600;116610;111270;111340;111270;111330;110960;111000;110940;110950
107960;107960;107960;107960;116610;116650;116610;116610;111330;111380;111290;111290;110950;111030;110930;111010
107990;108040;107990;108040;116620;116650;116610;116630;111290;111440;111270;111420;111020;111050;111000;111040
107980;107980;107970;107970;116630;116640;116570;116580;111420;111500;111420;111470;111040;111080;111030;111060
107960;107960;107960;107960;116590;116590;116540;116560;111480;111570;111470;111510;111050;111180;111050;111180
107910;107910;107910;107910;116570;116600;116550;116580;111520;111570;111500;111510;111160;111170;111110;111120
107970;107970;107970;107970;116580;116610;116580;116590;111520;111520;111430;111480;111130;111190;111120;111170
107950;107950;107950;107950;116600;116610;116580;116600;111490;111520;111440;111470;111180;111200;111150;111170
107910;108000;107880;107880;116590;116670;116590;116640;111460;111520;111440;111520;111160;111170;111120;111130
107920;107920;107920;107920;116660;116670;116620;116650;111520;111560;111500;111550;111120;111140;111110;111110
107960;107960;107960;107960;116660;116740;116630;116690;111560;111800;111530;111780;111110;111150;111100;111150
107950;107950;107950;107950;116770;116830;116660;116770;111500;111500;111190;111350;111200;111500;111060;111080
108000;108000;108000;108000;116760;116760;116690;116720;111350;111370;111300;111340;111070;111090;110940;110980
107980;107980;107960;107960;116720;116720;116670;116690;111340;111350;111240;111250;110970;111070;110960;111010
107910;107910;107900;107900;116690;116800;116690;116740;111240;111310;111220;111290;111000;111020;110840;110840
107910;107910;107910;107910;116740;116830;116740;116770;111290;111310;111250;111280;110840;110890;110840;110880
107850;107870;107850;107870;116770;116780;116740;116750;111270;111300;111230;111290;110870;110960;110690;110940
107830;107830;107830;107830;116740;116740;116680;116710;111280;111360;111270;111290;110930;110940;110880;110890
107820;107820;107820;107820;116700;116800;116700;116790;111290;111320;111210;111250;110890;110960;110870;110940
107870;107870;107870;107870;116790;116940;116780;116870;111250;111320;111230;111310;110950;110950;110910;110920
107880;107880;107880;107880;116870;116940;116860;116890;111290;111290;111230;111250;110930;110980;110920;110960
107930;107930;107930;107930;116890;116950;116860;116900;111240;111270;111090;111130;110970;111030;110950;111000
107930;108020;107930;107990;116900;116990;116890;116970;111130;111230;111120;111160;110990;111040;110990;111010
108000;108000;108000;108000;116970;116990;116870;116870;111170;111200;111120;111160;111000;111040;110980;111010
108000;108050;108000;108050;116870;116880;116780;116830;111160;111280;111150;111260;111010;111010;110970;110970
108050;108050;108050;108050;116840;116840;116770;116800;111260;111270;111230;111240;110980;110990;110960;110970
108050;108050;108050;108050;116800;116810;116780;116800;111240;111280;111210;111270;110980;111030;110970;110990
108050;108080;108050;108070;116800;116800;116750;116760;111280;111340;111270;111320;110990;110990;110950;110960
108080;108100;108070;108070;116760;116780;116690;116690;111320;111340;111270;111290;110970;110990;110950;110980
108070;108070;108070;108070;116690;116710;116620;116690;111270;111320;111240;111260;110990;111000;110930;110960
108070;108100;108070;108100;116680;116700;116590;116600;111270;111280;111240;111260;110940;110980;110860;110880
108090;108110;108080;108080;116590;116650;116570;116620;111270;111310;111140;111160;110870;110880;110750;110760
108070;108130;108070;108130;116630;116640;116560;116560;111170;111200;111100;111150;110760;110840;110750;110840
108120;108120;108120;108120;116560;116600;116550;116590;111160;111210;111110;111190;110820;110890;110800;110870
108120;108120;108120;108120;116580;116590;116560;116580;111190;111210;111110;111150;110880;110910;110840;110900
108140;108150;108140;108150;116580;116620;116560;116610;111160;111180;111030;111090;110900;110910;110840;110850
108120;108140;108110;108140;116600;116650;116510;116520;111100;111150;111050;111100;110840;110910;110810;110830
108120;108140;108120;108140;116520;116540;116470;116490;111090;111110;111060;111060;110810;110920;110810;110830
108140;108140;108120;108130;116480;116510;116450;116500;111070;111130;111070;111110;110830;110900;110830;110870
108140;108140;108140;108140;116510;116560;116500;116520;111120;111140;111050;111110;110880;110900;110870;110880
108140;108140;108140;108140;116510;116550;116500;116550;111100;111170;111060;111140;110900;110920;110810;110820
108140;108140;108140;108140;116550;116610;116520;116550;111130;111140;111090;111120;110820;110850;110820;110850
108130;108130;108130;108130;116540;116590;116530;116570;111130;111170;111110;111120;110850;110850;110810;110830
